iter	Logloss
301	0.08658177234
302	0.0862837579
303	0.08616036203
304	0.08593148099
305	0.08579449012
306	0.0855981233
307	0.08522214852
308	0.08492466357
309	0.08453462733
310	0.08448070321
311	0.08413089581
312	0.08396395064
313	0.0838535708
314	0.08354469985
315	0.08327355029
316	0.08304122452
317	0.08299040324
318	0.08284759881
319	0.08255455086
320	0.08241639397
321	0.08209447689
322	0.08200888486
323	0.08180239396
324	0.08171870214
325	0.0816508304
326	0.08132057678
327	0.08087390201
328	0.0805348816
329	0.08018345418
330	0.08004487288
331	0.07973796195
332	0.07966153516
333	0.07946331104
334	0.07939540249
335	0.07910555685
336	0.07886999455
337	0.07870541798
338	0.0785081291
339	0.07838771006
340	0.07824580552
341	0.07805983981
342	0.0779079207
343	0.07780641624
344	0.07739881562
345	0.07726899865
346	0.07713681394
347	0.07670847379
348	0.07649262837
349	0.07613845247
350	0.07603403538
351	0.07580165338
352	0.07566647646
353	0.07550801183
354	0.07543300063
355	0.07533083203
356	0.07522366989
357	0.07510468225
358	0.07484187553
359	0.07477901232
360	0.07475080857
361	0.07439208388
362	0.07412300904
363	0.07365648647
364	0.07337933232
365	0.07322497562
366	0.07305495412
367	0.07287596359
368	0.07278341515
369	0.07266710248
370	0.07234349642
371	0.07230628497
372	0.07209229225
373	0.07187254936
374	0.07182649965
375	0.07173510662
376	0.07161072684
377	0.07143670988
378	0.07131532218
379	0.07117055238
380	0.07094117003
381	0.07083244911
382	0.07070721018
383	0.07044748489
384	0.0702260721
385	0.06984861277
386	0.06965357254
387	0.06947963838
388	0.06922165845
389	0.06898759359
390	0.06887251835
391	0.06869800081
392	0.06853744745
393	0.0684435656
394	0.06816858564
395	0.06799841712
396	0.06752663376
397	0.06725526939
398	0.0671890616
399	0.06700621466
400	0.06696579283
401	0.06694673689
402	0.06656752854
403	0.0664111122
404	0.06624677061
405	0.06619907951
406	0.0661168242
407	0.06603208914
408	0.06591703372
409	0.06558421838
410	0.06548522253
411	0.06521658891
412	0.06494862123
413	0.06492008383
414	0.0647992503
415	0.06464864216
416	0.06434442309
417	0.06416308305
418	0.06400089745
419	0.06374127518
420	0.06355810573
421	0.06348444384
422	0.0634183135
423	0.06316721659
424	0.06301713689
425	0.06276201676
426	0.0626181124
427	0.06240845007
428	0.0622960944
429	0.06225019895
430	0.06222362541
431	0.06203011594
432	0.06185399002
433	0.06183482257
434	0.06179993329
435	0.06171639341
436	0.06154038286
437	0.06140922504
438	0.06113819646
439	0.06090041208
440	0.06063113917
441	0.06038658338
442	0.06025310994
443	0.06020244016
444	0.06018795289
445	0.06007992762
446	0.05999400781
447	0.05986293764
448	0.05972055989
449	0.05962848875
450	0.05939247453
451	0.05932562734
452	0.05915017684
453	0.05900295571
454	0.05887317716
455	0.05865399554
456	0.05850274169
457	0.0584270219
458	0.0583266716
459	0.0582738479
460	0.05819728164
461	0.05809759907
462	0.05783767644
463	0.05781282538
464	0.05761426407
465	0.0573939654
466	0.05729840019
467	0.05716660514
468	0.05710745479
469	0.05687534902
470	0.05679816105
471	0.05671758495
472	0.0565228575
473	0.05632031122
474	0.05620301954
475	0.05603850863
476	0.05575989657
477	0.05562416585
478	0.05551538975
479	0.05532633729
480	0.05512373582
481	0.05509356833
482	0.0549421855
483	0.05490695099
484	0.05470119468
485	0.05459666914
486	0.05441675471
487	0.0542659874
488	0.05405795653
489	0.0539219851
490	0.05376000963
491	0.05358487637
492	0.05357607059
493	0.0535390657
494	0.05340964111
495	0.05319096279
496	0.05305607673
497	0.05302981534
498	0.05281512836
499	0.0526549668
500	0.05253652529
501	0.05248252092
502	0.05236318323
503	0.05229446004
504	0.052181864
505	0.05214302524
506	0.05201575136
507	0.0519863314
508	0.05187950084
509	0.05178204978
510	0.05158991238
511	0.05140153574
512	0.05124749366
513	0.05114372963
514	0.05096801892
515	0.05082674551
516	0.05047977183
517	0.05032672265
518	0.05023348737
519	0.05015658081
520	0.05011277775
521	0.05001760974
522	0.04993226641
523	0.04976860536
524	0.04967978882
525	0.04950560136
526	0.04940449322
527	0.04915877799
528	0.04887450699
529	0.0487906056
530	0.04872573433
531	0.04863659321
532	0.04854686532
533	0.04830168189
534	0.04816256382
535	0.04810578296
536	0.04797369188
537	0.04792241107
538	0.04782343673
539	0.04774486826
540	0.04766682967
541	0.04762612277
542	0.04751290525
543	0.04744950913
544	0.04726037635
545	0.04703750096
546	0.04694244584
547	0.04687782821
548	0.04679171555
549	0.04667519734
550	0.04662026744
551	0.04645579016
552	0.04639600768
553	0.04631764893
554	0.04625592385
555	0.04617747384
556	0.04610460288
557	0.04587652997
558	0.04582913373
559	0.04575885432
560	0.04566249553
561	0.045369327
562	0.04531676665
563	0.04527949259
564	0.04520990402
565	0.04516759049
566	0.04503005498
567	0.04483514533
568	0.04475781922
569	0.0446011855
570	0.04445857703
571	0.04435347686
572	0.04429406155
573	0.04404754753
574	0.04400014428
575	0.04381993547
576	0.04364441783
577	0.0436285018
578	0.04344585793
579	0.04334392455
580	0.04317738129
581	0.04312293539
582	0.04307681095
583	0.04303495114
584	0.04293657416
585	0.04284092868
586	0.04280072028
587	0.04266817527
588	0.04259965247
589	0.04254290211
590	0.04243082421
591	0.04234581514
592	0.0422695198
593	0.04220273496
594	0.04199450064
595	0.04180248485
596	0.04176925399
597	0.04167369631
598	0.04158272406
599	0.04147263623
600	0.04143056795
601	0.04136272135
602	0.04127410616
603	0.04124504725
604	0.04118523073
605	0.04112401401
606	0.04095441289
607	0.04088696886
608	0.04061988934
609	0.04059594624
610	0.04051518476
611	0.04039003519
612	0.04033327988
613	0.0402689869
614	0.04014241938
615	0.04009033017
616	0.04001377014
617	0.03982800477
618	0.03966134312
619	0.03956136394
620	0.03952706442
621	0.03939635167
622	0.03933386874
623	0.03929627488
624	0.03925661452
625	0.03918109681
626	0.03907981831
627	0.03904626265
628	0.038878755
629	0.03884593805
630	0.03877470474
631	0.03860839453
632	0.0384884364
633	0.03844450242
634	0.038351774
635	0.03825684043
636	0.03819967707
637	0.03808150641
638	0.03799527418
639	0.03791331879
640	0.03782638389
641	0.03777645519
642	0.03774566853
643	0.03760324356
644	0.03744534098
645	0.03740176172
646	0.03729459982
647	0.03720967007
648	0.03713941243
649	0.03711601684
650	0.03703746289
651	0.03696350492
652	0.03685851914
653	0.03676980041
654	0.03658538316
655	0.03646997159
656	0.03630602928
657	0.03624979845
658	0.03622954093
659	0.03620674283
660	0.03617157401
661	0.03613634283
662	0.03599137034
663	0.03594721258
664	0.03590005572
665	0.03587008364
666	0.03578631367
667	0.03571875456
668	0.03564808606
669	0.03559106163
670	0.03558101835
671	0.03554012096
672	0.035493144
673	0.03538667993
674	0.03538003162
675	0.03535513011
676	0.03530366837
677	0.0352744313
678	0.03523732584
679	0.03521867351
680	0.0351812807
681	0.03515870442
682	0.03509006814
683	0.03502065168
684	0.03491815049
685	0.03484984325
686	0.03479304984
687	0.03470677647
688	0.03466936673
689	0.03462238997
690	0.03461267157
691	0.03449498401
692	0.03446352558
693	0.03441969353
694	0.03436025981
695	0.03433595022
696	0.03426370201
697	0.03421561625
698	0.0341076731
699	0.03406870871
700	0.03398393574
701	0.03391626856
702	0.03387872066
703	0.03386961821
704	0.03381015705
705	0.03368343691
706	0.03362727069
707	0.03352797278
708	0.03337165014
709	0.03327916301
710	0.03323332211
711	0.03315162934
712	0.03313255644
713	0.03305954258
714	0.03303565646
715	0.03298399587
716	0.0329406462
717	0.0329228678
718	0.03290591906
719	0.03288871736
720	0.03277906433
721	0.03252549293
722	0.03251613646
723	0.03249902734
724	0.03244644389
725	0.03243701025
726	0.03239195653
727	0.03237619999
728	0.03225578477
729	0.03217738569
730	0.03208746532
731	0.03203515886
732	0.03201168491
733	0.03190958791
734	0.03185911964
735	0.0317793361
736	0.03174633002
737	0.03167990298
738	0.0316504691
739	0.03152401766
740	0.03151091836
741	0.03150900031
742	0.03145401726
743	0.03143610145
744	0.0314098628
745	0.03135039634
746	0.03128516713
747	0.03126181369
748	0.03122195888
749	0.03120509232
750	0.03115555829
751	0.03111812777
752	0.03103913646
753	0.03099732534
754	0.03092589795
755	0.0307955707
756	0.03077078569
757	0.03069296468
758	0.03066286001
759	0.03056449489
760	0.03054000734
761	0.03044235129
762	0.03042726832
763	0.03033411377
764	0.03028881199
765	0.03023760502
766	0.0302160398
767	0.03019176602
768	0.03014888635
769	0.03004222885
770	0.03002215241
771	0.02995694096
772	0.02993568466
773	0.02989102359
774	0.02983372357
775	0.0298128681
776	0.02979219508
777	0.02971368226
778	0.02965454799
779	0.02960573689
780	0.02952133631
781	0.029450663
782	0.02943407188
783	0.02941008307
784	0.02936562336
785	0.02931110895
786	0.02924530512
787	0.02913777313
788	0.02904732886
789	0.02901630939
790	0.02894671699
791	0.02889926725
792	0.02888294044
793	0.02885336841
794	0.02877258741
795	0.02869282324
796	0.02865633475
797	0.02854546086
798	0.02850798264
799	0.0284874732
800	0.02848128211
801	0.02845330591
802	0.02840511678
803	0.02835093238
804	0.02832155941
805	0.02829088272
806	0.0282406564
807	0.02818035738
808	0.02812640661
809	0.02811538018
810	0.02805659568
811	0.02804863465
812	0.02799242108
813	0.02792210849
814	0.0279012995
815	0.02788464861
816	0.02777726756
817	0.0277657524
818	0.0276855459
819	0.02765664278
820	0.02763289147
821	0.02746525879
822	0.02744931055
823	0.02744199012
824	0.02741936512
825	0.02737258487
826	0.02736086054
827	0.02730154528
828	0.02726786956
829	0.02724393822
830	0.0271466535
831	0.02711469965
832	0.02707564882
